rank,year,title,page,tconst,worldwide
71,2019,The Gentlemen,https://www.imdb.com/title/tt8367814/,tt8367814,"$115,171,795"
72,2019,Pet Sematary,https://www.imdb.com/title/tt0837563/,tt0837563,"$113,118,226"
73,2019,Boonie Bears: Blast Into the Past,https://www.imdb.com/title/tt10250750/,tt10250750,"$112,367,881"
74,2019,Good Boys,https://www.imdb.com/title/tt6977338/,tt6977338,"$111,173,598"
75,2019,Scary Stories to Tell in the Dark,https://www.imdb.com/title/tt3387520/,tt3387520,"$104,545,505"
76,2019,Line Walker 2: Invisible Spy,https://www.imdb.com/title/tt10295602/,tt10295602,"$99,482,027"
77,2019,The Hustle,https://www.imdb.com/title/tt1298644/,tt1298644,"$97,409,779"
78,2019,The New King of Comedy,https://www.imdb.com/title/tt9368628/,tt9368628,"$95,618,308"
79,2019,Adoring,https://www.imdb.com/title/tt10203982/,tt10203982,"$94,975,692"
80,2019,Five Feet Apart,https://www.imdb.com/title/tt6472976/,tt6472976,"$92,554,209"
81,2019,Crawl,https://www.imdb.com/title/tt8364368/,tt8364368,"$91,542,097"
82,2019,Rambo: Last Blood,https://www.imdb.com/title/tt1206885/,tt1206885,"$91,490,353"
83,2019,Jojo Rabbit,https://www.imdb.com/title/tt2584384/,tt2584384,"$90,335,025"
84,2019,Serial (Bad) Weddings 2,https://www.imdb.com/title/tt6556670/,tt6556670,"$87,761,988"
85,2019,One Piece: Stampede,https://www.imdb.com/title/tt9430698/,tt9430698,"$81,562,741"
86,2019,A Dog's Way Home,https://www.imdb.com/title/tt7616798/,tt7616798,"$80,708,134"
87,2019,A Dog's Journey,https://www.imdb.com/title/tt8385474/,tt8385474,"$78,870,908"
88,2019,Cold Pursuit,https://www.imdb.com/title/tt5719748/,tt5719748,"$76,419,755"
89,2019,Cats,https://www.imdb.com/title/tt5697572/,tt5697572,"$75,558,925"
90,2019,A Madea Family Funeral,https://www.imdb.com/title/tt7054636/,tt7054636,"$74,747,725"
91,2019,Charlie's Angels,https://www.imdb.com/title/tt5033998/,tt5033998,"$73,279,888"
92,2019,Doctor Sleep,https://www.imdb.com/title/tt5606664/,tt5606664,"$72,381,712"
93,2019,What Men Want,https://www.imdb.com/title/tt7634968/,tt7634968,"$72,216,294"
94,2019,Exit,https://www.imdb.com/title/tt10648440/,tt10648440,"$69,501,772"
95,2019,After,https://www.imdb.com/title/tt4126476/,tt4126476,"$69,497,587"
96,2019,Playing with Fire,https://www.imdb.com/title/tt9134216/,tt9134216,"$69,412,425"
97,2019,A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458/,tt3224458,"$67,925,733"
98,2019,War,https://www.imdb.com/title/tt7430722/,tt7430722,"$67,179,155"
99,2019,Eiga Doraemon: Nobita no getsumen tansaki,https://www.imdb.com/title/tt9735672/,tt9735672,"$65,406,606"
100,2019,Happy Death Day 2U,https://www.imdb.com/title/tt8155288/,tt8155288,"$64,600,152"
101,2019,White Snake,https://www.imdb.com/title/tt9288776/,tt9288776,"$62,098,770"
102,2019,Bombshell,https://www.imdb.com/title/tt6394270/,tt6394270,"$61,404,394"
103,2019,Ashfall,https://www.imdb.com/title/tt11285908/,tt11285908,"$61,354,854"
104,2019,Ma,https://www.imdb.com/title/tt7958736/,tt7958736,"$61,220,784"
105,2019,My Best Summer,https://www.imdb.com/title/tt10195976/,tt10195976,"$60,011,073"
106,2019,Ready or Not,https://www.imdb.com/title/tt7798634/,tt7798634,"$57,615,777"
107,2019,Jade Dynasty,https://www.imdb.com/title/tt9680630/,tt9680630,"$57,149,764"
108,2019,The Perfect Secret,https://www.imdb.com/title/tt10145122/,tt10145122,"$56,573,047"
109,2019,The Big Shot,https://www.imdb.com/title/tt9596638/,tt9596638,"$56,040,681"
110,2019,Hellboy,https://www.imdb.com/title/tt2274648/,tt2274648,"$55,064,690"
111,2019,Long Shot,https://www.imdb.com/title/tt2139881/,tt2139881,"$53,873,809"
112,2019,Just Mercy,https://www.imdb.com/title/tt4916630/,tt4916630,"$50,851,872"
113,2019,Son of a Rich,https://www.imdb.com/title/tt11418452/,tt11418452,"$50,803,834"
114,2019,Kingdom,https://www.imdb.com/title/tt9099938/,tt9099938,"$50,574,061"
115,2019,Breakthrough,https://www.imdb.com/title/tt7083526/,tt7083526,"$50,444,358"
116,2019,Uncut Gems,https://www.imdb.com/title/tt5727208/,tt5727208,"$50,023,780"
117,2019,21 Bridges,https://www.imdb.com/title/tt8688634/,tt8688634,"$49,939,757"
118,2019,Song of Youth,https://www.imdb.com/title/tt10066162/,tt10066162,"$49,615,508"
119,2019,The Grudge,https://www.imdb.com/title/tt3612126/,tt3612126,"$49,511,319"
120,2019,Little,https://www.imdb.com/title/tt8085790/,tt8085790,"$48,987,096"
121,2019,Isn't It Romantic,https://www.imdb.com/title/tt2452244/,tt2452244,"$48,791,187"
122,2019,The Legend of Hei,https://www.imdb.com/title/tt10734928/,tt10734928,"$48,507,082"
123,2019,Countdown,https://www.imdb.com/title/tt10039344/,tt10039344,"$48,021,766"
124,2019,Midsommar,https://www.imdb.com/title/tt8772262/,tt8772262,"$47,863,365"
125,2019,Queen & Slim,https://www.imdb.com/title/tt8722346/,tt8722346,"$47,861,346"
126,2019,47 Meters Down: Uncaged,https://www.imdb.com/title/tt7329656/,tt7329656,"$47,582,563"
127,2019,Chasing the Dragon II: Wild Wild Bunch,https://www.imdb.com/title/tt10279010/,tt10279010,"$45,733,356"
128,2019,Judy,https://www.imdb.com/title/tt7549996/,tt7549996,"$45,701,880"
129,2019,Child's Play,https://www.imdb.com/title/tt8663516/,tt8663516,"$44,907,074"
130,2019,Richard Jewell,https://www.imdb.com/title/tt3513548/,tt3513548,"$44,655,962"
131,2019,Harriet,https://www.imdb.com/title/tt4648786/,tt4648786,"$43,347,017"
132,2019,A Shaun the Sheep Movie: Farmageddon,https://www.imdb.com/title/tt6193408/,tt6193408,"$43,100,248"
133,2019,Fighting with My Family,https://www.imdb.com/title/tt6513120/,tt6513120,"$41,503,392"
134,2019,Masquerade Hotel,https://www.imdb.com/title/tt7502322/,tt7502322,"$40,396,244"
135,2019,The Last Wish,https://www.imdb.com/title/tt10219674/,tt10219674,"$39,756,292"
136,2019,Uri: The Surgical Strike,https://www.imdb.com/title/tt8291224/,tt8291224,"$39,346,577"
137,2019,Overcomer,https://www.imdb.com/title/tt8186318/,tt8186318,"$38,026,103"
138,2019,T-34,https://www.imdb.com/title/tt8820590/,tt8820590,"$37,410,850"
139,2019,Pain and Glory,https://www.imdb.com/title/tt8291806/,tt8291806,"$37,359,689"
140,2019,A Witness Out of the Blue,https://www.imdb.com/title/tt11076480/,tt11076480,"$37,092,694"
141,2019,The Intruder,https://www.imdb.com/title/tt6722030/,tt6722030,"$36,599,361"
142,2019,The Queen's Corgi,https://www.imdb.com/title/tt6563576/,tt6563576,"$35,515,687"
143,2019,Warrior of the Hornor,https://www.imdb.com/title/tt11414984/,tt11414984,"$34,291,831"
144,2019,The Battle: Roar to Victory,https://www.imdb.com/title/tt10510654/,tt10510654,"$34,148,707"
145,2019,The Bad Guys: The Movie,https://www.imdb.com/title/tt10726604/,tt10726604,"$34,024,386"
146,2019,The Good Liar,https://www.imdb.com/title/tt5563334/,tt5563334,"$33,856,058"
147,2019,The Art of Racing in the Rain,https://www.imdb.com/title/tt1478839/,tt1478839,"$33,766,787"
148,2019,Brightburn,https://www.imdb.com/title/tt7752126/,tt7752126,"$33,224,654"
149,2019,Bharat,https://www.imdb.com/title/tt7721800/,tt7721800,"$33,185,983"
150,2019,Fly Me to the Saitama,https://www.imdb.com/title/tt8860946/,tt8860946,"$32,802,347"
151,2019,UglyDolls,https://www.imdb.com/title/tt1946502/,tt1946502,"$32,450,241"
152,2019,Stuber,https://www.imdb.com/title/tt7734218/,tt7734218,"$32,390,945"
153,2019,Hit Me Anyone One More Time!,https://www.imdb.com/title/tt8825764/,tt8825764,"$32,333,512"
154,2019,Somewhere Winter,https://www.imdb.com/title/tt11162126/,tt11162126,"$32,218,990"
155,2019,The Kid Who Would Be King,https://www.imdb.com/title/tt6811018/,tt6811018,"$32,140,970"
156,2019,Two Tigers,https://www.imdb.com/title/tt10333606/,tt10333606,"$32,001,580"
157,2019,Anna,https://www.imdb.com/title/tt7456310/,tt7456310,"$31,626,978"
158,2019,My Dear Liar,https://www.imdb.com/title/tt11091530/,tt11091530,"$31,177,968"
159,2019,The Wild Goose Lake,https://www.imdb.com/title/tt9647768/,tt9647768,"$31,064,835"
160,2019,My Hero Academia: Heroes Rising,https://www.imdb.com/title/tt11107074/,tt11107074,"$29,971,229"
161,2019,Fall In Love At First Kiss,https://www.imdb.com/title/tt9657764/,tt9657764,"$29,206,238"
162,2019,Gully Boy,https://www.imdb.com/title/tt2395469/,tt2395469,"$28,299,498"
163,2019,Kim Ji-young: Born 1982,https://www.imdb.com/title/tt11052808/,tt11052808,"$27,696,393"
164,2019,Pokémon: Mewtwo Strikes Back - Evolution,https://www.imdb.com/title/tt8856470/,tt8856470,"$27,347,118"
165,2019,Almost a Comedy,https://www.imdb.com/title/tt11273332/,tt11273332,"$26,990,962"
166,2019,Total Dhamaal,https://www.imdb.com/title/tt7639372/,tt7639372,"$26,911,995"
167,2019,Missing Link,https://www.imdb.com/title/tt6348138/,tt6348138,"$26,565,710"
168,2019,No Manches Frida 2,https://www.imdb.com/title/tt9019352/,tt9019352,"$26,493,648"
169,2019,The Confidence Man JP,https://www.imdb.com/title/tt8258938/,tt8258938,"$26,228,317"
170,2019,Confidence man JP the movie,https://www.imdb.com/title/tt9552258/,tt9552258,"$25,958,189"
171,2019,"The Gangster, the Cop, the Devil",https://www.imdb.com/title/tt10208198/,tt10208198,"$25,775,371"
172,2019,Bodies at Rest,https://www.imdb.com/title/tt7937440/,tt7937440,"$25,293,853"
173,2019,Booksmart,https://www.imdb.com/title/tt1489887/,tt1489887,"$24,959,607"
174,2019,Super 30,https://www.imdb.com/title/tt7485048/,tt7485048,"$24,701,637"
175,2019,Skyfire,https://www.imdb.com/title/tt9203190/,tt9203190,"$24,444,590"
176,2019,Start-Up,https://www.imdb.com/title/tt11454170/,tt11454170,"$24,106,579"
177,2019,Pinocchio,https://www.imdb.com/title/tt8333746/,tt8333746,"$23,870,245"
178,2019,A Rainy Day in New York,https://www.imdb.com/title/tt7139936/,tt7139936,"$23,805,899"
179,2019,The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,tt4364194,"$23,712,090"
180,2019,Little White Lies 2,https://www.imdb.com/title/tt8201404/,tt8201404,"$23,623,665"
181,2019,Ossan's Love: Love or Dead,https://www.imdb.com/title/tt10594884/,tt10594884,"$23,422,744"
182,2019,Only Cloud Knows,https://www.imdb.com/title/tt10564446/,tt10564446,"$23,414,998"
183,2019,Dark Waters,https://www.imdb.com/title/tt9071322/,tt9071322,"$23,108,017"
184,2019,The Farewell,https://www.imdb.com/title/tt8637428/,tt8637428,"$23,076,657"
185,2019,The Knight of Shadows: Between Yin and Yang,https://www.imdb.com/title/tt7587984/,tt7587984,"$22,774,256"
186,2019,Black and Blue,https://www.imdb.com/title/tt7390646/,tt7390646,"$22,741,061"
187,2019,Late Night,https://www.imdb.com/title/tt6107548/,tt6107548,"$22,386,555"
188,2019,Les Misérables,https://www.imdb.com/title/tt10199590/,tt10199590,"$22,342,519"
189,2019,Crazy Romance,https://www.imdb.com/title/tt11041006/,tt11041006,"$21,386,368"
190,2019,Shaft,https://www.imdb.com/title/tt4463894/,tt4463894,"$21,360,215"
191,2019,Unplanned,https://www.imdb.com/title/tt9024106/,tt9024106,"$21,354,152"
192,2019,Hotel Mumbai,https://www.imdb.com/title/tt5461944/,tt5461944,"$21,314,816"
193,2019,Integrity,https://www.imdb.com/title/tt9575160/,tt9575160,"$21,290,004"
194,2019,The Secret Mission,https://www.imdb.com/title/tt9602258/,tt9602258,"$21,083,522"
195,2019,This Is Tomas,https://www.imdb.com/title/tt9078972/,tt9078972,"$20,084,169"
196,2019,The Specials,https://www.imdb.com/title/tt8655470/,tt8655470,"$19,363,826"
197,2019,Always Miss You,https://www.imdb.com/title/tt10234494/,tt10234494,"$19,015,465"
198,2019,An Officer and a Spy,https://www.imdb.com/title/tt2398149/,tt2398149,"$18,899,214"
199,2019,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,https://www.imdb.com/title/tt10208548/,tt10208548,"$18,738,951"
200,2019,Greta,https://www.imdb.com/title/tt2639336/,tt2639336,"$18,653,107"
1,2018,Avengers: Infinity War,https://www.imdb.com/title/tt4154756/,tt4154756,"$2,048,359,754"
2,2018,Black Panther,https://www.imdb.com/title/tt1825683/,tt1825683,"$1,346,913,161"
3,2018,Jurassic World: Fallen Kingdom,https://www.imdb.com/title/tt4881806/,tt4881806,"$1,308,467,944"
4,2018,Incredibles 2,https://www.imdb.com/title/tt3606756/,tt3606756,"$1,242,805,359"
5,2018,Aquaman,https://www.imdb.com/title/tt1477834/,tt1477834,"$1,148,461,807"
6,2018,Bohemian Rhapsody,https://www.imdb.com/title/tt1727824/,tt1727824,"$903,655,259"
7,2018,Venom,https://www.imdb.com/title/tt1270797/,tt1270797,"$856,085,151"
8,2018,Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/,tt4912910,"$791,115,104"
9,2018,Deadpool 2,https://www.imdb.com/title/tt5463162/,tt5463162,"$734,546,611"
10,2018,Fantastic Beasts: The Crimes of Grindelwald,https://www.imdb.com/title/tt4123430/,tt4123430,"$654,855,901"
11,2018,Ant-Man and the Wasp,https://www.imdb.com/title/tt5095030/,tt5095030,"$622,674,139"
12,2018,Ready Player One,https://www.imdb.com/title/tt1677720/,tt1677720,"$582,890,172"
13,2018,Operation Red Sea,https://www.imdb.com/title/tt6878882/,tt6878882,"$579,330,426"
14,2018,Detective Chinatown 2,https://www.imdb.com/title/tt7752454/,tt7752454,"$544,185,156"
15,2018,The Meg,https://www.imdb.com/title/tt4779682/,tt4779682,"$530,243,742"
16,2018,Ralph Breaks the Internet,https://www.imdb.com/title/tt5848272/,tt5848272,"$529,323,962"
17,2018,Hotel Transylvania 3: Summer Vacation,https://www.imdb.com/title/tt5220122/,tt5220122,"$528,583,774"
18,2018,The Grinch,https://www.imdb.com/title/tt2709692/,tt2709692,"$511,595,957"
19,2018,Bumblebee,https://www.imdb.com/title/tt4701182/,tt4701182,"$467,989,645"
20,2018,Dying to Survive,https://www.imdb.com/title/tt7362036/,tt7362036,"$451,176,639"
21,2018,A Star Is Born,https://www.imdb.com/title/tt1517451/,tt1517451,"$436,188,866"
22,2018,Rampage,https://www.imdb.com/title/tt2231461/,tt2231461,"$428,028,233"
23,2018,Mamma Mia! Here We Go Again,https://www.imdb.com/title/tt6911608/,tt6911608,"$395,044,706"
24,2018,Solo: A Star Wars Story,https://www.imdb.com/title/tt3778644/,tt3778644,"$392,924,807"
25,2018,Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/,tt4633694,"$375,540,831"
26,2018,Fifty Shades Freed,https://www.imdb.com/title/tt4477536/,tt4477536,"$371,985,018"
27,2018,Hello Mr. Billionaire,https://www.imdb.com/title/tt8529186/,tt8529186,"$366,961,907"
28,2018,The Nun,https://www.imdb.com/title/tt5814060/,tt5814060,"$365,550,119"
29,2018,Monster Hunt 2,https://www.imdb.com/title/tt6170484/,tt6170484,"$361,682,618"
30,2018,Peter Rabbit,https://www.imdb.com/title/tt5117670/,tt5117670,"$351,266,433"
31,2018,Mary Poppins Returns,https://www.imdb.com/title/tt5028340/,tt5028340,"$349,537,494"
32,2018,A Quiet Place,https://www.imdb.com/title/tt6644200/,tt6644200,"$340,939,361"
33,2018,Green Book,https://www.imdb.com/title/tt6966692/,tt6966692,"$321,752,656"
34,2018,Skyscraper,https://www.imdb.com/title/tt5758778/,tt5758778,"$304,868,961"
35,2018,Ocean's Eight,https://www.imdb.com/title/tt5164214/,tt5164214,"$297,718,711"
36,2018,Pacific Rim: Uprising,https://www.imdb.com/title/tt2557478/,tt2557478,"$290,930,148"
37,2018,Maze Runner: The Death Cure,https://www.imdb.com/title/tt4500922/,tt4500922,"$288,175,335"
38,2018,Tomb Raider,https://www.imdb.com/title/tt1365519/,tt1365519,"$274,650,803"
39,2018,Halloween,https://www.imdb.com/title/tt1502407/,tt1502407,"$255,485,178"
40,2018,Crazy Rich Asians,https://www.imdb.com/title/tt3104988/,tt3104988,"$238,532,921"
41,2018,Creed II,https://www.imdb.com/title/tt6343314/,tt6343314,"$214,215,889"
42,2018,Smallfoot,https://www.imdb.com/title/tt6182908/,tt6182908,"$214,040,103"
43,2018,Us and Them,https://www.imdb.com/title/tt8033592/,tt8033592,"$209,221,380"
44,2018,The Island,https://www.imdb.com/title/tt8755316/,tt8755316,"$198,326,350"
45,2018,Christopher Robin,https://www.imdb.com/title/tt4575576/,tt4575576,"$197,744,377"
46,2018,The Equalizer 2,https://www.imdb.com/title/tt3766354/,tt3766354,"$190,400,157"
47,2018,Project Gutenberg,https://www.imdb.com/title/tt7183578/,tt7183578,"$188,116,796"
48,2018,The Mule,https://www.imdb.com/title/tt7959026/,tt7959026,"$174,804,407"
49,2018,The Nutcracker and the Four Realms,https://www.imdb.com/title/tt5523010/,tt5523010,"$173,961,069"
50,2018,Insidious: The Last Key,https://www.imdb.com/title/tt5726086/,tt5726086,"$167,885,588"
51,2018,The Predator,https://www.imdb.com/title/tt3829266/,tt3829266,"$160,542,134"
52,2018,Johnny English Strikes Again,https://www.imdb.com/title/tt6921996/,tt6921996,"$158,970,776"
53,2018,Red Sparrow,https://www.imdb.com/title/tt2873282/,tt2873282,"$151,572,634"
54,2018,More Than Blue,https://www.imdb.com/title/tt9081562/,tt9081562,"$142,958,164"
55,2018,The First Purge,https://www.imdb.com/title/tt6133466/,tt6133466,"$137,056,262"
56,2018,How Long Will I Love U,https://www.imdb.com/title/tt8404272/,tt8404272,"$136,796,719"
57,2018,A Wrinkle in Time,https://www.imdb.com/title/tt1620680/,tt1620680,"$132,675,864"
58,2018,The House with a Clock in Its Walls,https://www.imdb.com/title/tt2119543/,tt2119543,"$131,457,147"
59,2018,Instant Family,https://www.imdb.com/title/tt7401588/,tt7401588,"$120,556,201"
60,2018,A Cool Fish,https://www.imdb.com/title/tt9282616/,tt9282616,"$118,153,135"
61,2018,Game Night,https://www.imdb.com/title/tt2704998/,tt2704998,"$117,679,066"
62,2018,Dragon Ball Super: Broly,https://www.imdb.com/title/tt7961060/,tt7961060,"$115,757,940"
63,2018,The Monkey King 3,https://www.imdb.com/title/tt6466464/,tt6466464,"$115,084,576"
64,2018,First Man,https://www.imdb.com/title/tt1213641/,tt1213641,"$105,697,415"
65,2018,Book Club,https://www.imdb.com/title/tt6857166/,tt6857166,"$104,438,188"
66,2018,Night School,https://www.imdb.com/title/tt6781982/,tt6781982,"$103,105,878"
67,2018,Detective Conan: Zero the Enforcer,https://www.imdb.com/title/tt7880466/,tt7880466,"$101,860,359"
68,2018,Alpha,https://www.imdb.com/title/tt4244998/,tt4244998,"$99,630,675"
69,2018,Along With the Gods: The Last 49 Days,https://www.imdb.com/title/tt8116428/,tt8116428,"$97,962,238"
70,2018,A Simple Favor,https://www.imdb.com/title/tt7040874/,tt7040874,"$97,644,617"
71,2018,Boonie Bears: The Big Shrink,https://www.imdb.com/title/tt8028526/,tt8028526,"$96,845,907"
72,2018,The Favourite,https://www.imdb.com/title/tt5083738/,tt5083738,"$95,918,706"
73,2018,Truth or Dare,https://www.imdb.com/title/tt6772950/,tt6772950,"$95,330,493"
74,2018,Kill Mobile,https://www.imdb.com/title/tt9408490/,tt9408490,"$94,870,905"
75,2018,I Feel Pretty,https://www.imdb.com/title/tt6791096/,tt6791096,"$94,539,426"
76,2018,Blockers,https://www.imdb.com/title/tt2531344/,tt2531344,"$94,017,294"
77,2018,BlacKkKlansman,https://www.imdb.com/title/tt7349662/,tt7349662,"$93,400,823"
78,2018,Goosebumps 2: Slappy's Revenge,https://www.imdb.com/title/tt5664636/,tt5664636,"$93,320,380"
79,2018,Shadow,https://www.imdb.com/title/tt6864046/,tt6864046,"$91,708,374"
80,2018,Overboard,https://www.imdb.com/title/tt1563742/,tt1563742,"$91,244,913"
81,2018,Sherlock Gnomes,https://www.imdb.com/title/tt2296777/,tt2296777,"$90,497,778"
82,2018,Detective Dee: The Four Heavenly Kings,https://www.imdb.com/title/tt6869538/,tt6869538,"$90,040,771"
83,2018,"Hello, Mrs. Money",https://www.imdb.com/title/tt8299800/,tt8299800,"$86,874,070"
84,2018,Robin Hood,https://www.imdb.com/title/tt4532826/,tt4532826,"$86,489,031"
85,2018,I Can Only Imagine,https://www.imdb.com/title/tt6450186/,tt6450186,"$86,086,881"
86,2018,Hidden Man,https://www.imdb.com/title/tt8434380/,tt8434380,"$85,170,581"
87,2018,Mortal Engines,https://www.imdb.com/title/tt1571234/,tt1571234,"$83,672,673"
88,2018,iPartment the Movie,https://www.imdb.com/title/tt8893870/,tt8893870,"$81,096,321"
89,2018,Doraemon the Movie: Nobita's Treasure Island,https://www.imdb.com/title/tt8098546/,tt8098546,"$80,920,916"
90,2018,Den of Thieves,https://www.imdb.com/title/tt1259528/,tt1259528,"$80,509,622"
91,2018,Hereditary,https://www.imdb.com/title/tt7784604/,tt7784604,"$80,200,936"
92,2018,Code Blue: The Movie,https://www.imdb.com/title/tt7731512/,tt7731512,"$78,778,562"
93,2018,Tag,https://www.imdb.com/title/tt2854926/,tt2854926,"$78,130,625"
94,2018,Sanju,https://www.imdb.com/title/tt6452574/,tt6452574,"$76,693,052"
95,2018,Vice,https://www.imdb.com/title/tt6266538/,tt6266538,"$76,073,488"
96,2018,Widows,https://www.imdb.com/title/tt4218572/,tt4218572,"$75,984,700"
97,2018,Sicario: Day of the Soldado,https://www.imdb.com/title/tt5052474/,tt5052474,"$75,837,743"
98,2018,Searching,https://www.imdb.com/title/tt7668870/,tt7668870,"$75,462,037"
99,2018,The Spy Who Dumped Me,https://www.imdb.com/title/tt6663582/,tt6663582,"$75,320,680"
100,2018,Animal World,https://www.imdb.com/title/tt7946836/,tt7946836,"$74,922,830"
101,2018,Amazing China,https://www.imdb.com/title/tt8081062/,tt8081062,"$72,506,343"
102,2018,Second Act,https://www.imdb.com/title/tt2126357/,tt2126357,"$72,282,227"
103,2018,Spirited Away 2018 Re-release,https://www.imdb.com/title/tt0245429/,tt0245429,"$70,186,029"
104,2018,Shoplifters,https://www.imdb.com/title/tt8075192/,tt8075192,"$67,999,335"
105,2018,12 Strong,https://www.imdb.com/title/tt1413492/,tt1413492,"$67,450,815"
106,2018,"Love, Simon",https://www.imdb.com/title/tt5164432/,tt5164432,"$66,316,289"
107,2018,Mile 22,https://www.imdb.com/title/tt4560436/,tt4560436,"$66,308,758"
108,2018,Life of the Party,https://www.imdb.com/title/tt5619332/,tt5619332,"$65,859,911"
109,2018,L Storm,https://www.imdb.com/title/tt8031554/,tt8031554,"$64,517,456"
110,2018,Capernaum,https://www.imdb.com/title/tt8267604/,tt8267604,"$64,417,003"
111,2018,Isle of Dogs,https://www.imdb.com/title/tt5104604/,tt5104604,"$64,241,499"
112,2018,Andhadhun,https://www.imdb.com/title/tt8108198/,tt8108198,"$62,475,342"
113,2018,Adrift,https://www.imdb.com/title/tt6306064/,tt6306064,"$59,945,012"
114,2018,The 15:17 to Paris,https://www.imdb.com/title/tt6802308/,tt6802308,"$57,076,286"
115,2018,A or B,https://www.imdb.com/title/tt8366766/,tt8366766,"$56,239,049"
116,2018,Go Brother!,https://www.imdb.com/title/tt8774260/,tt8774260,"$54,663,060"
117,2018,Early Man,https://www.imdb.com/title/tt4701724/,tt4701724,"$54,622,814"
118,2018,Peppermint,https://www.imdb.com/title/tt6850820/,tt6850820,"$53,918,723"
119,2018,Teen Titans GO! To the Movies,https://www.imdb.com/title/tt7424200/,tt7424200,"$52,090,236"
120,2018,Slender Man,https://www.imdb.com/title/tt5690360/,tt5690360,"$51,738,549"
121,2018,Breaking In,https://www.imdb.com/title/tt7137846/,tt7137846,"$51,411,620"
122,2018,Cry Me a Sad River,https://www.imdb.com/title/tt9036926/,tt9036926,"$51,400,614"
123,2018,Once Upon a Deadpool 2018 Re-release,https://www.imdb.com/title/tt5463162/,tt5463162,"$51,349,833"
124,2018,Simmba,https://www.imdb.com/title/tt7212726/,tt7212726,"$51,329,025"
125,2018,Family is Family,https://www.imdb.com/title/tt6859418/,tt6859418,"$49,954,866"
126,2018,Death Wish,https://www.imdb.com/title/tt1137450/,tt1137450,"$49,562,710"
127,2018,The Magic Tuche,https://www.imdb.com/title/tt7066382/,tt7066382,"$47,427,990"
128,2018,Golden Job,https://www.imdb.com/title/tt7521990/,tt7521990,"$47,287,851"
129,2018,Mary Queen of Scots,https://www.imdb.com/title/tt2328900/,tt2328900,"$46,712,809"
130,2018,Uncle Drew,https://www.imdb.com/title/tt7334528/,tt7334528,"$46,664,414"
131,2018,Acrimony,https://www.imdb.com/title/tt6063050/,tt6063050,"$46,403,669"
132,2018,Asterix: The Secret of the Magic Potion,https://www.imdb.com/title/tt8001346/,tt8001346,"$45,972,321"
133,2018,Bajrangi Bhaijaan 2018 Re-release,https://www.imdb.com/title/tt3863552/,tt3863552,"$45,579,004"
134,2018,Winchester,https://www.imdb.com/title/tt1072748/,tt1072748,"$44,019,588"
135,2018,Annihilation,https://www.imdb.com/title/tt2798920/,tt2798920,"$43,070,915"
136,2018,The Possession of Hannah Grace,https://www.imdb.com/title/tt5734576/,tt5734576,"$43,016,528"
137,2018,Long Day's Journey Into Night,https://www.imdb.com/title/tt8185182/,tt8185182,"$42,140,994"
138,2018,Overlord,https://www.imdb.com/title/tt4530422/,tt4530422,"$41,657,844"
139,2018,The Great Battle,https://www.imdb.com/title/tt6931414/,tt6931414,"$41,509,280"
140,2018,The Darkest Minds,https://www.imdb.com/title/tt4073790/,tt4073790,"$41,142,379"
141,2018,"Lost, Found",https://www.imdb.com/title/tt9034530/,tt9034530,"$41,043,552"
142,2018,Holmes & Watson,https://www.imdb.com/title/tt1255919/,tt1255919,"$40,466,970"
143,2018,Intimate Strangers,https://www.imdb.com/title/tt8986842/,tt8986842,"$39,576,060"
144,2018,Thugs of Hindostan,https://www.imdb.com/title/tt5970844/,tt5970844,"$39,570,044"
145,2018,Sink or Swim,https://www.imdb.com/title/tt7476116/,tt7476116,"$39,193,850"
146,2018,Show Dogs,https://www.imdb.com/title/tt5691024/,tt5691024,"$39,156,854"
147,2018,Believer,https://www.imdb.com/title/tt7095654/,tt7095654,"$39,047,153"
148,2018,The Spy Gone North,https://www.imdb.com/title/tt8290698/,tt8290698,"$38,844,509"
149,2018,On the Basis of Sex,https://www.imdb.com/title/tt4669788/,tt4669788,"$38,673,750"
150,2018,Taxi 5,https://www.imdb.com/title/tt7238392/,tt7238392,"$38,598,227"
151,2018,Fat Buddies,https://www.imdb.com/title/tt8845432/,tt8845432,"$37,496,410"
152,2018,Till The End Of The World,https://www.imdb.com/title/tt7962598/,tt7962598,"$37,013,733"
153,2018,2.0,https://www.imdb.com/title/tt5080556/,tt5080556,"$36,945,969"
154,2018,Nothing to Lose,https://www.imdb.com/title/tt6910020/,tt6910020,"$36,075,317"
155,2018,Mia and the White Lion,https://www.imdb.com/title/tt4844148/,tt4844148,"$35,487,190"
156,2018,The Girl in the Spider's Web,https://www.imdb.com/title/tt5177088/,tt5177088,"$35,164,920"
157,2018,The Hate U Give,https://www.imdb.com/title/tt5580266/,tt5580266,"$34,934,009"
158,2018,Nobody's Fool,https://www.imdb.com/title/tt8097306/,tt8097306,"$33,705,333"
159,2018,Baaghi 2,https://www.imdb.com/title/tt6843812/,tt6843812,"$33,139,063"
160,2018,The Hurricane Heist,https://www.imdb.com/title/tt5360952/,tt5360952,"$32,517,248"
